"DocumentName"|"Venice Invoice No"|"AAX Customer ID"|"Bill document number"|"Service Country"|"Invoice Issue Date"|"Billing Period from"|"Billing Period to"|"Sales Partner ID"|"Payment Reference"|"Total Net"|"Total Gross"|"Currency"
"I21009124.pdf"|"BE21_209123"|"1004260"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|35,10|42,47|"EUR"
"I21009125.pdf"|"BE21_209124"|"1004271"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|11,70|14,16|"EUR"
"I21009127.pdf"|"BE21_209126"|"1004371"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|23,40|28,31|"EUR"
"I21009128.pdf"|"BE21_209127"|"1004415"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|11,70|14,16|"EUR"
"I21009129.pdf"|"BE21_209128"|"1004416"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|11,70|14,16|"EUR"
"I21009130.pdf"|"BE21_209129"|"1004428"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|23,40|28,31|"EUR"
"I21009131.pdf"|"BE21_209130"|"1004484"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|2,94|3,56|"EUR"
"I21009133.pdf"|"BE21_209132"|"1004491"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|330,54|399,95|"EUR"
"I21009134.pdf"|"BE21_209133"|"1004520"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|58,50|70,79|"EUR"
"I21009135.pdf"|"BE21_209134"|"1004525"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|23,40|28,31|"EUR"
"I21009136.pdf"|"BE21_209135"|"1004618"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|105,30|127,41|"EUR"
"I21009137.pdf"|"BE21_209136"|"1004620"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|23,40|28,31|"EUR"
"I21009138.pdf"|"BE21_209137"|"1004622"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|35,10|42,47|"EUR"
"I21009139.pdf"|"BE21_209138"|"1004681"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|11,70|14,16|"EUR"
"I21009140.pdf"|"BE21_209139"|"1004693"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|1380,66|1670,60|"EUR"
"I21009141.pdf"|"BE21_209140"|"1004722"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|11,70|14,16|"EUR"
"I21009142.pdf"|"BE21_209141"|"1004726"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|11,70|14,16|"EUR"
"I21009143.pdf"|"BE21_209142"|"1004743"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|11,70|14,16|"EUR"
"I21009144.pdf"|"BE21_209143"|"1004765"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|23,40|28,31|"EUR"
"I21009145.pdf"|"BE21_209144"|"1004768"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|46,80|56,63|"EUR"
"I21009146.pdf"|"BE21_209145"|"1004777"|"313401335"|"BE"|"04/11/2021"|"16/10/2021"|"31/10/2021"|"2000002188"|"313401335BE"|23,40|28,31|"EUR"
